ID	Concept_ID	Class	English	French	MSA	Dialect	Example	En_lemma_POS	Fr_lemma_POS	MSA_lemma_POS	CODA	Tokenization	CAPHI	Release Status	Release Note
11274	281	OpenClass	reconfirm	reconfirmer	أَعاد تَأْكِيد	JED		reconfirm_VERB	reconfirmer_VERB	OaEAd_VERB taOokiyd_NOUN	شيك مرة ثانية	شيك مرة ثانية	sh a y y i k # m a r r a # t aa n y a	READY	
11275	281	OpenClass	reconfirm	reconfirmer	أَعاد تَأْكِيد	RIY		reconfirm_VERB	reconfirmer_VERB	OaEAd_VERB taOokiyd_NOUN	شيك مرة ثانية	شيك مرة ثانية	sh a y y i k # m a r r a # t aa n y a	READY	
11306	282	MixedClass	lipstick	rouge à lèvre	أَحْمَر ال+ شِفاه	JED		lipstick_NOUN	rouge_ADJ à_ADP lèvre_NOUN	OaHomar_ADJ Al+_DET cafap_NOUN	روج	روج	r oo j	READY	
11309	282	MixedClass	lipstick	rouge à lèvre	أَحْمَر ال+ شِفاه	RIY		lipstick_NOUN	rouge_ADJ à_ADP lèvre_NOUN	OaHomar_ADJ Al+_DET cafap_NOUN	روج	روج	r oo j	READY	
11348	283	OpenClass	call	appel	مُكالَمَة	JED		call_NOUN	appel_NOUN	mukAlamap_NOUN	اتصال	اتصال	2 i t t i s. aa l	READY	
11351	283	OpenClass	call	appel	مُكالَمَة	RIY		call_NOUN	appel_NOUN	mukAlamap_NOUN	اتصال	اتصال	2 i t t i s. aa l	READY	
11378	283	OpenClass	call	appel	مُكالَمَة	JED		call_NOUN	appel_NOUN	mukAlamap_NOUN	مكالمة	مكالمة	m u k aa l a m a	READY	
11380	283	OpenClass	call	appel	مُكالَمَة	RIY		call_NOUN	appel_NOUN	mukAlamap_NOUN	مكالمة	مكالمة	m u k aa l a m a	READY	
11411	284	OpenClass	platform	quai	رَصِيف	JED		platform_NOUN	quai_NOUN	raSiyf_NOUN	رصيف	رصيف	r a s. ii f	READY	
11415	284	OpenClass	platform	quai	رَصِيف	RIY		platform_NOUN	quai_NOUN	raSiyf_NOUN	رصيف	رصيف	r a s. ii f	READY	
11428	284	OpenClass	platform	quai	رَصِيف	JED		platform_NOUN	quai_NOUN	raSiyf_NOUN	مدرج	مدرج	m u d a r r a j	READY	
11429	284	OpenClass	platform	quai	رَصِيف	RIY		platform_NOUN	quai_NOUN	raSiyf_NOUN	مدرج	مدرج	m u d a r r a j	READY	
11430	284	OpenClass	platform	quai	رَصِيف	JED		platform_NOUN	quai_NOUN	raSiyf_NOUN	منصة	منصة	m a n a s. s. a	READY	
11431	284	OpenClass	platform	quai	رَصِيف	RIY		platform_NOUN	quai_NOUN	raSiyf_NOUN	منصة	منصة	m a n a s. s. a	READY	
11446	285	OpenClass	fever	fièvre	حُمَّى	JED		fever_NOUN	fièvre_NOUN	HumXaY_NOUN	حرارة	حرارة	7 a r aa r a	READY	
11450	285	OpenClass	fever	fièvre	حُمَّى	RIY		fever_NOUN	fièvre_NOUN	HumXaY_NOUN	حرارة	حرارة	7 a r aa r a	READY	
11467	285	OpenClass	fever	fièvre	حُمَّى	JED		fever_NOUN	fièvre_NOUN	HumXaY_NOUN	حمى	حمى	7 u m m a	READY	
11471	285	OpenClass	fever	fièvre	حُمَّى	RIY		fever_NOUN	fièvre_NOUN	HumXaY_NOUN	حمى	حمى	7 u m m a	READY	
11486	285	OpenClass	fever	fièvre	حُمَّى	JED		fever_NOUN	fièvre_NOUN	HumXaY_NOUN	سخونة	سخونة	s u kh uu n a	READY	
11487	285	OpenClass	fever	fièvre	حُمَّى	RIY		fever_NOUN	fièvre_NOUN	HumXaY_NOUN	سخونة	سخونة	s u kh uu n a	READY	
11507	286	OpenClass	old	vieux	قَدِيم	JED		old_ADJ	vieux_ADJ	qadiym_ADJ	شايب	شايب	sh aa y i b	READY	
11509	286	OpenClass	old	vieux	قَدِيم	RIY		old_ADJ	vieux_ADJ	qadiym_ADJ	شايب	شايب	sh aa y i b	READY	
11512	286	OpenClass	old	vieux	قَدِيم	JED		old_ADJ	vieux_ADJ	qadiym_ADJ	شيبة	شيبة	sh ee b a	READY	
11513	286	OpenClass	old	vieux	قَدِيم	RIY		old_ADJ	vieux_ADJ	qadiym_ADJ	شيبة	شيبة	sh ee b a	READY	
11528	286	OpenClass	old	vieux	قَدِيم	JED		old_ADJ	vieux_ADJ	qadiym_ADJ	عجوز	عجوز	3 a j uu z	READY	
11529	286	OpenClass	old	vieux	قَدِيم	RIY		old_ADJ	vieux_ADJ	qadiym_ADJ	عجوز	عجوز	3 a j uu z	READY	
11541	286	OpenClass	old	vieux	قَدِيم	JED		old_ADJ	vieux_ADJ	qadiym_ADJ	قديم	قديم	g a d ii m	READY	
11543	286	OpenClass	old	vieux	قَدِيم	RIY		old_ADJ	vieux_ADJ	qadiym_ADJ	قديم	قديم	g a d ii m	READY	
11559	286	OpenClass	old	vieux	قَدِيم	JED		old_ADJ	vieux_ADJ	qadiym_ADJ	كبير	كبير	k a b ii r	READY	
11560	286	OpenClass	old	vieux	قَدِيم	RIY		old_ADJ	vieux_ADJ	qadiym_ADJ	كبير	كبير	k a b ii r	READY	
11576	288	OpenClass	play	jouer	لَعِب	RIY		play_VERB	jouer_VERB	laEib_VERB	لعب	لعب	l a 3 a b	READY	
11590	288	OpenClass	play	jouer	لَعِب	JED		play_VERB	jouer_VERB	laEib_VERB	لعب	لعب	l i 3 i b	READY	
11620	289	OpenClass	station	gare	مَحَطَّة	JED		station_NOUN	gare_NOUN	maHaTXap_NOUN	محطة	محطة	m a 7 a t. t. a	READY	
11626	289	OpenClass	station	gare	مَحَطَّة	RIY		station_NOUN	gare_NOUN	maHaTXap_NOUN	محطة	محطة	m a 7 a t. t. a	READY	
11660	290	OpenClass	picture	photo	صُورَة	JED		picture_NOUN	photo_NOUN	Suwrap_NOUN	صورة	صورة	s. uu r a	READY	
11664	290	OpenClass	picture	photo	صُورَة	RIY		picture_NOUN	photo_NOUN	Suwrap_NOUN	صورة	صورة	s. uu r a	READY	
11703	291	OpenClass	line	ligne	خَطّ	JED		line_NOUN	ligne_NOUN	xaTX_NOUN	خط	خط	kh a t. t.	READY	
11706	291	OpenClass	line	ligne	خَطّ	RIY		line_NOUN	ligne_NOUN	xaTX_NOUN	خط	خط	kh a t. t.	READY	
11718	291	OpenClass	line	ligne	خَطّ	JED		line_NOUN	ligne_NOUN	xaTX_NOUN	سطر	سطر	s a t. r	READY	
11719	291	OpenClass	line	ligne	خَطّ	RIY		line_NOUN	ligne_NOUN	xaTX_NOUN	سطر	سطر	s a t. r	READY	
11729	291	OpenClass	line	ligne	خَطّ	JED		line_NOUN	ligne_NOUN	xaTX_NOUN	صف	صف	s. a f f	READY	
11731	291	OpenClass	line	ligne	خَطّ	RIY		line_NOUN	ligne_NOUN	xaTX_NOUN	صف	صف	s. a f f	READY	
11732	291	OpenClass	line	ligne	خَطّ	JED		line_NOUN	ligne_NOUN	xaTX_NOUN	طابور	طابور	t. aa b uu r	READY	
11733	291	OpenClass	line	ligne	خَطّ	RIY		line_NOUN	ligne_NOUN	xaTX_NOUN	طابور	طابور	t. aa b uu r	READY	
11747	292	OpenClass	serve	servir	قَدَّم	JED		serve_VERB	servir_VERB	qadXam_VERB	سكب	سكب	s a k a b	READY	
11757	292	OpenClass	serve	servir	قَدَّم	JED		serve_VERB	servir_VERB	qadXam_VERB	غرف	غرف	gh a r a f	READY	
11758	292	OpenClass	serve	servir	قَدَّم	RIY		serve_VERB	servir_VERB	qadXam_VERB	غرف	غرف	gh a r a f	READY	
11768	292	OpenClass	serve	servir	قَدَّم	JED		serve_VERB	servir_VERB	qadXam_VERB	قدم	قدم	g a d d a m	READY	
11770	292	OpenClass	serve	servir	قَدَّم	RIY		serve_VERB	servir_VERB	qadXam_VERB	قدم	قدم	g a d d a m	READY	
11802	293	OpenClass	idea	idée	فِكْرَة	JED		idea_NOUN	idée_NOUN	fikorap_NOUN	فكرة	فكرة	f i k r a	READY	
11808	293	OpenClass	idea	idée	فِكْرَة	RIY		idea_NOUN	idée_NOUN	fikorap_NOUN	فكرة	فكرة	f i k r a	READY	
11829	294	MixedClass	menu	menu	قائِمَة ال+ طَعام	JED		menu_NOUN	menu_NOUN	qAQimap_NOUN Al+_DET TaEAm_NOUN	قائمة الطعام	قائمة ال+ طعام	q aa 2 i m a t # a l t. a 3 aa m	READY	
11830	294	MixedClass	menu	menu	قائِمَة ال+ طَعام	RIY		menu_NOUN	menu_NOUN	qAQimap_NOUN Al+_DET TaEAm_NOUN	قائمة الطعام	قائمة ال+ طعام	q aa 2 i m a t # a l t. a 3 aa m	READY	
11840	294	MixedClass	menu	menu	قائِمَة ال+ طَعام	JED		menu_NOUN	menu_NOUN	qAQimap_NOUN Al+_DET TaEAm_NOUN	منيو	منيو	m i n y u	CHECK	Foreign
11842	294	MixedClass	menu	menu	قائِمَة ال+ طَعام	RIY		menu_NOUN	menu_NOUN	qAQimap_NOUN Al+_DET TaEAm_NOUN	منيو	منيو	m i n y u	CHECK	Foreign
11868	295	OpenClass	gift	cadeau	هَدِيَّة	JED		gift_NOUN	cadeau_NOUN	hadiyXap_NOUN	هدية	هدية	h a d i y y a	READY	
11872	295	OpenClass	gift	cadeau	هَدِيَّة	RIY		gift_NOUN	cadeau_NOUN	hadiyXap_NOUN	هدية	هدية	h a d i y y a	READY	
11894	296	OpenClass	pay	payer	دَفَع	JED		pay_VERB	payer_VERB	dafaE_VERB	حاسب	حاسب	7 aa s a b	READY	
11897	296	OpenClass	pay	payer	دَفَع	RIY		pay_VERB	payer_VERB	dafaE_VERB	حاسب	حاسب	7 aa s a b	READY	
11915	296	OpenClass	pay	payer	دَفَع	JED		pay_VERB	payer_VERB	dafaE_VERB	دفع	دفع	d a f a 3	READY	
11919	296	OpenClass	pay	payer	دَفَع	RIY		pay_VERB	payer_VERB	dafaE_VERB	دفع	دفع	d a f a 3	READY	
11934	296	OpenClass	pay	payer	دَفَع	JED		pay_VERB	payer_VERB	dafaE_VERB	سدد	سدد	s a d d a d	READY	
11937	296	OpenClass	pay	payer	دَفَع	RIY		pay_VERB	payer_VERB	dafaE_VERB	سدد	سدد	s a d d a d	READY	
11955	297	OpenClass	guide	guide	مُرْشِد	JED		guide_NOUN	guide_NOUN	murocid_NOUN	دليل	دليل	d a l ii l	READY	
11959	297	OpenClass	guide	guide	مُرْشِد	RIY		guide_NOUN	guide_NOUN	murocid_NOUN	دليل	دليل	d a l ii l	READY	
11979	297	OpenClass	guide	guide	مُرْشِد	JED		guide_NOUN	guide_NOUN	murocid_NOUN	مرشد	مرشد	m u r sh i d	READY	
11984	297	OpenClass	guide	guide	مُرْشِد	RIY		guide_NOUN	guide_NOUN	murocid_NOUN	مرشد	مرشد	m u r sh i d	READY	
12002	298	OpenClass	date	date	تارِيخ	JED		date_NOUN	date_NOUN	tAriyx_NOUN	تاريخ	تاريخ	t aa r ii kh	READY	
12008	298	OpenClass	date	date	تارِيخ	RIY		date_NOUN	date_NOUN	tAriyx_NOUN	تاريخ	تاريخ	t aa r ii kh	READY	
12053	301	OpenClass	there	là-bas	هُناكَ	RIY		there_ADV	là-bas_ADV	hunAka_ADV	منناك	منناك	m i n n aa k	CHECK	
12063	301	OpenClass	there	là-bas	هُناكَ	JED		there_ADV	là-bas_ADV	hunAka_ADV	هناك	هناك	h i n aa k	READY	
12066	301	OpenClass	there	là-bas	هُناكَ	RIY		there_ADV	là-bas_ADV	hunAka_ADV	هناك	هناك	h i n aa k	READY	
12095	302	OpenClass	day	jour	يَوْم	JED		day_NOUN	jour_NOUN	yawom_NOUN	نهار	نهار	n a h aa r	READY	
12097	302	OpenClass	day	jour	يَوْم	RIY		day_NOUN	jour_NOUN	yawom_NOUN	نهار	نهار	n a h aa r	READY	
12111	302	OpenClass	day	jour	يَوْم	JED		day_NOUN	jour_NOUN	yawom_NOUN	يوم	يوم	y oo m	READY	
12115	302	OpenClass	day	jour	يَوْم	RIY		day_NOUN	jour_NOUN	yawom_NOUN	يوم	يوم	y oo m	READY	
12159	304	OpenClass	people	gens	ناس	JED		people_NOUN	gens_NOUN	nAs_NOUN	جماعة	جماعة	j a m aa 3 a	READY	
12161	304	OpenClass	people	gens	ناس	RIY		people_NOUN	gens_NOUN	nAs_NOUN	جماعة	جماعة	j a m aa 3 a	READY	
12171	304	OpenClass	people	gens	ناس	JED		people_NOUN	gens_NOUN	nAs_NOUN	شعب	شعب	sh a 3 b	READY	
12173	304	OpenClass	people	gens	ناس	RIY		people_NOUN	gens_NOUN	nAs_NOUN	شعب	شعب	sh a 3 b	READY	
12200	304	OpenClass	people	gens	ناس	JED		people_NOUN	gens_NOUN	nAs_NOUN	ناس	ناس	n aa s	READY	
12206	304	OpenClass	people	gens	ناس	RIY		people_NOUN	gens_NOUN	nAs_NOUN	ناس	ناس	n aa s	READY	
12219	305	MixedClass	subway	métro	مِتْرُو ال+ انَفَاق	RIY		subway_NOUN	métro_NOUN	mitoruw_NOUN Al+_DET nafaq_NOUN	قطار الانفاق	قطار ال+ انفاق	g i t. aa r # 2 a l 2 a n f aa q	READY	
12220	305	MixedClass	subway	métro	مِتْرُو ال+ انَفَاق	JED		subway_NOUN	métro_NOUN	mitoruw_NOUN Al+_DET nafaq_NOUN	قطار الانفاق	قطار ال+ انفاق	g i t. aa r # a l 2 a n f aa q	READY	
12238	305	MixedClass	subway	métro	مِتْرُو ال+ انَفَاق	JED		subway_NOUN	métro_NOUN	mitoruw_NOUN Al+_DET nafaq_NOUN	مترو	مترو	m i t r u	CHECK	Foreign
12241	305	MixedClass	subway	métro	مِتْرُو ال+ انَفَاق	RIY		subway_NOUN	métro_NOUN	mitoruw_NOUN Al+_DET nafaq_NOUN	مترو	مترو	m i t r u	CHECK	Foreign
12286	306	OpenClass	baggage , luggage	bagage	مَتاع	JED		baggage_NOUN , luggage_NOUN	bagage_NOUN	matAE_NOUN	شنط	شنط	sh i n a t.	CHECK	Foreign
12289	306	OpenClass	baggage , luggage	bagage	مَتاع	RIY		baggage_NOUN , luggage_NOUN	bagage_NOUN	matAE_NOUN	شنط	شنط	sh i n a t.	CHECK	Foreign
12306	306	OpenClass	baggage , luggage	bagage	مَتاع	JED		baggage_NOUN , luggage_NOUN	bagage_NOUN	matAE_NOUN	عفش	عفش	3 a f sh	READY	
12308	306	OpenClass	baggage , luggage	bagage	مَتاع	RIY		baggage_NOUN , luggage_NOUN	bagage_NOUN	matAE_NOUN	عفش	عفش	3 a f sh	READY	
12327	308	OpenClass	cent	centime	سِنْت	JED		cent_NOUN	centime_NOUN	sinot_NOUN	سنت	سنت	s i n t	CHECK	Foreign
12330	308	OpenClass	cent	centime	سِنْت	RIY		cent_NOUN	centime_NOUN	sinot_NOUN	سنت	سنت	s i n t	CHECK	Foreign
12363	309	OpenClass	right	bon	صَحِيح	JED		right_ADJ	bon_ADJ	SaHiyH_ADJ	صح	صح	s. a 7 7	READY	
12367	309	OpenClass	right	bon	صَحِيح	RIY		right_ADJ	bon_ADJ	SaHiyH_ADJ	صح	صح	s. a 7 7	READY	
12380	309	OpenClass	right	bon	صَحِيح	JED		right_ADJ	bon_ADJ	SaHiyH_ADJ	صحيح	صحيح	s. a 7 ii 7	READY	
12385	309	OpenClass	right	bon	صَحِيح	RIY		right_ADJ	bon_ADJ	SaHiyH_ADJ	صحيح	صحيح	s. a 7 ii 7	READY	
12393	309	OpenClass	right	bon	صَحِيح	RIY		right_ADJ	bon_ADJ	SaHiyH_ADJ	مضبوط	مضبوط	m a dh. b uu t.	READY	
12399	309	OpenClass	right	bon	صَحِيح	JED		right_ADJ	bon_ADJ	SaHiyH_ADJ	مضبوط	مضبوط	m a z. b uu t.	READY	
12413	310	OpenClass	light	léger	خَفِيف	JED		light_ADJ	léger_ADJ	xafiyf_ADJ	خفيف	خفيف	kh a f ii f	READY	
12417	310	OpenClass	light	léger	خَفِيف	RIY		light_ADJ	léger_ADJ	xafiyf_ADJ	خفيف	خفيف	kh a f ii f	READY	
12430	310	OpenClass	light	léger	خَفِيف	RIY		light_ADJ	léger_ADJ	xafiyf_ADJ	هين	هين	h a y y i n	READY	
12431	311	MixedClass	price tag	étiquette de prix	بِطاقَة ال+ سِعْر	JED		price_NOUN tag_NOUN	étiquette_NOUN de_ADP prix_NOUN	biTAqap_NOUN Al+_DET siEor_NOUN	بطاقة	بطاقة	b i t. aa g a	READY	
12432	311	MixedClass	price tag	étiquette de prix	بِطاقَة ال+ سِعْر	RIY		price_NOUN tag_NOUN	étiquette_NOUN de_ADP prix_NOUN	biTAqap_NOUN Al+_DET siEor_NOUN	بطاقة	بطاقة	b i t. aa g a	READY	
12435	311	MixedClass	price tag	étiquette de prix	بِطاقَة ال+ سِعْر	RIY		price_NOUN tag_NOUN	étiquette_NOUN de_ADP prix_NOUN	biTAqap_NOUN Al+_DET siEor_NOUN	بطاقة	بطاقة	b t. aa g a	READY	
12463	311	MixedClass	price tag	étiquette de prix	بِطاقَة ال+ سِعْر	JED		price_NOUN tag_NOUN	étiquette_NOUN de_ADP prix_NOUN	biTAqap_NOUN Al+_DET siEor_NOUN	سعر	سعر	s i 3 r	READY	
12464	311	MixedClass	price tag	étiquette de prix	بِطاقَة ال+ سِعْر	RIY		price_NOUN tag_NOUN	étiquette_NOUN de_ADP prix_NOUN	biTAqap_NOUN Al+_DET siEor_NOUN	سعر	سعر	s i 3 r	READY	
12501	312	OpenClass	put	mettre	وَضَع	JED		put_VERB	mettre_VERB	waDaE_VERB	حط	حط	7 a t. t.	READY	
12504	312	OpenClass	put	mettre	وَضَع	RIY		put_VERB	mettre_VERB	waDaE_VERB	حط	حط	7 a t. t.	READY	
12510	312	OpenClass	put	mettre	وَضَع	JED		put_VERB	mettre_VERB	waDaE_VERB	خلى	خلى	kh a l l a	READY	
12513	312	OpenClass	put	mettre	وَضَع	RIY		put_VERB	mettre_VERB	waDaE_VERB	خلى	خلى	kh a l l a	READY	
12520	312	OpenClass	put	mettre	وَضَع	RIY		put_VERB	mettre_VERB	waDaE_VERB	ذب	ذب	dh a b b	READY	
12538	313	OpenClass	beer	bière	بِيرا	JED		beer_NOUN	bière_NOUN	biyrA_NOUN	بيرة	بيرة	b ii r a	CHECK	Foreign
12542	313	OpenClass	beer	bière	بِيرا	RIY		beer_NOUN	bière_NOUN	biyrA_NOUN	بيرة	بيرة	b ii r a	CHECK	Foreign
12575	314	OpenClass	aisle	couloir	مَمَرّ	JED		aisle_NOUN	couloir_NOUN	mamarX_NOUN	ممر	ممر	m a m a r r	READY	
12578	314	OpenClass	aisle	couloir	مَمَرّ	RIY		aisle_NOUN	couloir_NOUN	mamarX_NOUN	ممر	ممر	m a m a r r	READY	
12613	315	OpenClass	hair	cheveu	شَعْر	JED		hair_NOUN	cheveu_NOUN	caEor_NOUN	شعر	شعر	sh a 3 r	READY	
12616	315	OpenClass	hair	cheveu	شَعْر	RIY		hair_NOUN	cheveu_NOUN	caEor_NOUN	شعر	شعر	sh a 3 r	READY	
12620	315	OpenClass	hair	cheveu	شَعْر	JED		hair_NOUN	cheveu_NOUN	caEor_NOUN	وبر	وبر	w a b a r	READY	
12621	315	OpenClass	hair	cheveu	شَعْر	RIY		hair_NOUN	cheveu_NOUN	caEor_NOUN	وبر	وبر	w a b a r	READY	
12629	316	OpenClass	wonder	demander	تَساءَل	JED		wonder_VERB	demander_VERB	tasACal_VERB	اتسائل	اتسائل	2 i t s aa 2 i l	READY	
12630	316	OpenClass	wonder	demander	تَساءَل	RIY		wonder_VERB	demander_VERB	tasACal_VERB	اتسائل	اتسائل	2 i t s aa 2 i l	READY	
12631	316	OpenClass	wonder	demander	تَساءَل	JED		wonder_VERB	demander_VERB	tasACal_VERB	اتعجب	اتعجب	2 i t 3 a j j a b	READY	
12632	316	OpenClass	wonder	demander	تَساءَل	RIY		wonder_VERB	demander_VERB	tasACal_VERB	اتعجب	اتعجب	2 i t 3 a j j a b	READY	
12641	316	OpenClass	wonder	demander	تَساءَل	JED		wonder_VERB	demander_VERB	tasACal_VERB	استغرب	استغرب	2 i s t a gh r a b	READY	
12644	316	OpenClass	wonder	demander	تَساءَل	RIY		wonder_VERB	demander_VERB	tasACal_VERB	استغرب	استغرب	2 i s t a gh r a b	READY	
12687	317	OpenClass	right	droit	أَيْمَن	JED		right_ADJ	droit_ADJ	Oayoman_ADJ	يمين	يمين	y a m ii n	READY	
12692	317	OpenClass	right	droit	أَيْمَن	RIY		right_ADJ	droit_ADJ	Oayoman_ADJ	يمين	يمين	y a m ii n	READY	
12717	318	OpenClass	join	joindre	ٱِنْضَمّ	JED		join_VERB	joindre_VERB	LinoDamX_VERB	التحق	التحق	2 i l t a 7 a g	READY	
12718	318	OpenClass	join	joindre	ٱِنْضَمّ	RIY		join_VERB	joindre_VERB	LinoDamX_VERB	التحق	التحق	2 i l t a 7 a g	READY	
12737	318	OpenClass	join	joindre	ٱِنْضَمّ	JED		join_VERB	joindre_VERB	LinoDamX_VERB	انضم	انضم	2 i n d. a m m	READY	
12742	318	OpenClass	join	joindre	ٱِنْضَمّ	RIY		join_VERB	joindre_VERB	LinoDamX_VERB	انضم	انضم	2 i n dh. a m m	READY	
12753	318	OpenClass	join	joindre	ٱِنْضَمّ	RIY		join_VERB	joindre_VERB	LinoDamX_VERB	لحق	لحق	l a 7 a g	READY	
12758	318	OpenClass	join	joindre	ٱِنْضَمّ	JED		join_VERB	joindre_VERB	LinoDamX_VERB	لحق	لحق	l i 7 i g	READY	
12775	319	OpenClass	end	bout	نِهايَة	JED		end_NOUN	bout_NOUN	nihAyap_NOUN	آخر	آخر	2 aa kh i r	READY	
12777	319	OpenClass	end	bout	نِهايَة	RIY		end_NOUN	bout_NOUN	nihAyap_NOUN	آخر	آخر	2 aa kh i r	READY	
12787	319	OpenClass	end	bout	نِهايَة	JED		end_NOUN	bout_NOUN	nihAyap_NOUN	اخير	اخير	2 a kh ii r	READY	
12788	319	OpenClass	end	bout	نِهايَة	RIY		end_NOUN	bout_NOUN	nihAyap_NOUN	اخير	اخير	2 a kh ii r	READY	
12811	319	OpenClass	end	bout	نِهايَة	JED		end_NOUN	bout_NOUN	nihAyap_NOUN	نهاية	نهاية	n i h aa y a	READY	
12815	319	OpenClass	end	bout	نِهايَة	RIY		end_NOUN	bout_NOUN	nihAyap_NOUN	نهاية	نهاية	n i h aa y a	READY	
12856	321	OpenClass	family	famille	أُسْرَة	JED		family_NOUN	famille_NOUN	Ousorap_NOUN	اهل	اهل	2 a h l	READY	
12858	321	OpenClass	family	famille	أُسْرَة	RIY		family_NOUN	famille_NOUN	Ousorap_NOUN	اهل	اهل	2 a h l	READY	
12888	321	OpenClass	family	famille	أُسْرَة	JED		family_NOUN	famille_NOUN	Ousorap_NOUN	عيلة	عيلة	3 ee l a	READY	
12889	321	OpenClass	family	famille	أُسْرَة	RIY		family_NOUN	famille_NOUN	Ousorap_NOUN	عيلة	عيلة	3 ee l a	READY	
12914	322	OpenClass	building	bâtiment	مَبْنَى	JED		building_NOUN	bâtiment_NOUN	mabonaY_NOUN	بناية	بناية	b i n aa y a	READY	
12919	322	OpenClass	building	bâtiment	مَبْنَى	RIY		building_NOUN	bâtiment_NOUN	mabonaY_NOUN	بناية	بناية	b i n aa y a	READY	
12946	322	OpenClass	building	bâtiment	مَبْنَى	JED		building_NOUN	bâtiment_NOUN	mabonaY_NOUN	عمارة	عمارة	3 i m aa r a	READY	
12960	322	OpenClass	building	bâtiment	مَبْنَى	JED		building_NOUN	bâtiment_NOUN	mabonaY_NOUN	مبنى	مبنى	m a b n a	READY	
12965	322	OpenClass	building	bâtiment	مَبْنَى	RIY		building_NOUN	bâtiment_NOUN	mabonaY_NOUN	مبنى	مبنى	m a b n a	READY	
13003	323	OpenClass	help	aide	مُساعَدَة	JED		help_NOUN	aide_NOUN	musAEadap_NOUN	مساعدة	مساعدة	m u s aa 3 a d a	READY	
13007	323	OpenClass	help	aide	مُساعَدَة	RIY		help_NOUN	aide_NOUN	musAEadap_NOUN	مساعدة	مساعدة	m u s aa 3 a d a	READY	
13024	323	OpenClass	help	aide	مُساعَدَة	JED		help_NOUN	aide_NOUN	musAEadap_NOUN	معاونة	معاونة	m u 3 aa w a n a	READY	
13026	323	OpenClass	help	aide	مُساعَدَة	RIY		help_NOUN	aide_NOUN	musAEadap_NOUN	معاونة	معاونة	m u 3 aa w a n a	READY	
13028	323	OpenClass	help	aide	مُساعَدَة	JED		help_NOUN	aide_NOUN	musAEadap_NOUN	معونة	معونة	m a 3 uu n a	READY	
13063	324	MixedClass	what time	à quelle heure	مَتَى	JED		what_ADV time_NOUN	à_ADP quel_ADV heure_NOUN	mataY_ADV	متى	متى	m i t a	READY	
13064	324	MixedClass	what time	à quelle heure	مَتَى	RIY		what_ADV time_NOUN	à_ADP quel_ADV heure_NOUN	mataY_ADV	متى	متى	m i t a	READY	
13081	325	OpenClass	break	casser	كَسَر	JED		break_VERB	casser_VERB	kasar_VERB	حطم	حطم	7 a t. t. a m	READY	
13082	325	OpenClass	break	casser	كَسَر	RIY		break_VERB	casser_VERB	kasar_VERB	حطم	حطم	7 a t. t. a m	READY	
13084	325	OpenClass	break	casser	كَسَر	JED		break_VERB	casser_VERB	kasar_VERB	خرب	خرب	kh a r r a b	READY	
13086	325	OpenClass	break	casser	كَسَر	RIY		break_VERB	casser_VERB	kasar_VERB	خرب	خرب	kh a r r a b	READY	
13121	325	OpenClass	break	casser	كَسَر	JED		break_VERB	casser_VERB	kasar_VERB	كسر	كسر	k a s a r	READY	
13124	325	OpenClass	break	casser	كَسَر	RIY		break_VERB	casser_VERB	kasar_VERB	كسر	كسر	k a s a r	READY	
13132	325	OpenClass	break	casser	كَسَر	JED		break_VERB	casser_VERB	kasar_VERB	كسر	كسر	k a s s a r	READY	
13134	325	OpenClass	break	casser	كَسَر	RIY		break_VERB	casser_VERB	kasar_VERB	كسر	كسر	k a s s a r	READY	
13167	326	OpenClass	plane	avion	طائِرَة	JED		plane_NOUN	avion_NOUN	TAQirap_NOUN	طيارة	طيارة	t. a y y aa r a	READY	
13171	326	OpenClass	plane	avion	طائِرَة	RIY		plane_NOUN	avion_NOUN	TAQirap_NOUN	طيارة	طيارة	t. a y y aa r a	READY	
13187	327	OpenClass	start	commencer	بَدَأ	JED		start_VERB	commencer_VERB	badaO_VERB	ابتدا	ابتدا	2 i b t a d a	READY	
13188	327	OpenClass	start	commencer	بَدَأ	RIY		start_VERB	commencer_VERB	badaO_VERB	ابتدا	ابتدا	2 i b t a d a	READY	
13204	327	OpenClass	start	commencer	بَدَأ	JED		start_VERB	commencer_VERB	badaO_VERB	بدا	بدا	b a d a	READY	
13208	327	OpenClass	start	commencer	بَدَأ	RIY		start_VERB	commencer_VERB	badaO_VERB	بدا	بدا	b a d a	READY	
13217	327	OpenClass	start	commencer	بَدَأ	RIY		start_VERB	commencer_VERB	badaO_VERB	بدا	بدا	b i d a	READY	
13241	328	OpenClass	send	envoyer	أَرْسَل	JED		send_VERB	envoyer_VERB	Oarosal_VERB	ارسل	ارسل	2 a r s a l	READY	
13244	328	OpenClass	send	envoyer	أَرْسَل	RIY		send_VERB	envoyer_VERB	Oarosal_VERB	ارسل	ارسل	2 a r s a l	READY	
13250	328	OpenClass	send	envoyer	أَرْسَل	JED		send_VERB	envoyer_VERB	Oarosal_VERB	بعث	بعث	b a 3 a s	READY	
13263	328	OpenClass	send	envoyer	أَرْسَل	RIY		send_VERB	envoyer_VERB	Oarosal_VERB	بعث	بعث	b a 3 a th	READY	
13271	328	OpenClass	send	envoyer	أَرْسَل	RIY		send_VERB	envoyer_VERB	Oarosal_VERB	دز	دز	d a z z	READY	
